NC(=O)C1=CC=C(C2=NC=CC3=C(C4=CN=CC(CO)=C4)C=CC=C23)C=C1NC1CCC(O)CC1,CCC1CCCCC1(O)C(=O)C(=O)N1CCCCC1C(=O)OCCOC1=CC=C(OC)C(OC)=C1,CC1=C(C(=O)NCC2=CC(C(=O)NC3=NC4=C(CN(C)CC4)S3)=CC=C2)N=NN1C1=NON=C1N,C=C1CCC2C(C)(COC(=O)CCCCC3CCSS3)C(O)CCC2(C)C1C=CC1=CCOC1=O,COCCN(C)C1=NC(NC2=CC=C(C(F)(F)F)C=C2)=C2N=C(NC3=C(Cl)C=CC=C3Cl)SC2=N1,
N=C(N)C1=CC(C(=O)NC(C(=O)NCC2CCC(CN)CC2)C2=CC=CC3=CC=CC=C23)=CC=C1,CC(C)N(CCNC(=O)C1C2=CC=C(OCC3=CC=CC=C3)C=C2CCN1C(=O)N(C)C)C(C)C,CC1=NN(C2=CC=CC=C2Cl)C(OC2=CC=CC=C2NC(=O)NC2=CC=C(OC(F)(F)F)C=C2)=C1,CC1=CC(C=CC(=O)C2=CC=C(F)C=C2)=CC(C=NCCNC2=CC=NC3=CC(Cl)=CC=C23)=C1O,O=S(=O)(NC1=CC=C(C2=CC=NC(NC3=CC=C4N=CSC4=C3)=N2)C=C1)C1=CC2=NON=C2C=C1,
CC1=CC(CN(CC2=CC=C(C3=CSN=N3)C=C2)S(=O)(=O)C2=CC=CC=C2)=CC=C1OCC(=O)O,O=C(C1CCCC2NCCCC21)N1CCN(C2C3=CC=C(Cl)C=C3CCC3=CC(Br)=CN=C32)CC1,O=C(NC(=S)NN1C=NC2=C(C=NN2C2=CC=CC=C2)C1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,COC1=CC(NC(=O)C2=CC(OC)=C(OC)C(OC)=C2)=C(OC)C=C1NC(=O)CN1CCCCC1,CCCCC(NC(=O)C1=CC=C(C#N)C=C1)C(C)(C)C(=O)NC(CC1=CC=CC=C1)C(=O)OCC,
CC(C)(O)C1=CC=C(N2CCN(C3=NN=C(CC4=CC=C(F)C=C4F)C4=CC=CC=C34)CC2)N=C1,CCCCCOC1=C(C(=O)C2=CC=CC=C2)C(C2=CC=C(Br)C=C2)N(CCCN2C=CN=C2)C1=O,O=C(O)COC1=CC=CC2=C1CCC(CN1N=C(C3=CC=CC=C3)C(C3=CC=CC=C3)=CC1=O)C2,CC1=CC=C(COC2=CC=C3N=C(C4CCCCC4C(=O)O)N(CC4=CC=C(Br)C=C4)C3=C2)N=C1,NC(=O)C1=C(NC(=O)C2=CC=C(CN3C=CN=C3)C=C2)SC(NC2=CC=C3C=CC(F)=CC3=C2)=N1,
COC1=CC(CN2CCC(C(=O)N(CC3=CC(Cl)=C4OCCCOC4=C3)CC(C)C)C2)=CC=C1F,NC(=O)C1(CC2=CC=C(OCC3=CC(N4CCCC4)=NC4=CC=CC=C34)C(F)=C2)CC1C(=O)NO,COC1=CC=C(NC(=O)C2(N(C(=O)CN3N=NN=C3N)C3=CC=C(OC)C=C3)CCCCC2)C=C1,CC1=CC=CC(C2=NN(C(=S)NC3=CC=CC=C3OC(F)(F)F)C=C2C2=CN3N=CN=C3C=C2)=N1,CC1=NOC(C2=CC=CC(CN3CCCC4(CCN(C5=CN=C6C=CC=CC6=N5)CC4)C3=O)=C2)=N1,
CCC(C)C(NC(=O)OC1C(=O)C2=CC=C(OC)C=C2OC1C1=CC=C2OCOC2=C1)C(=O)OC,COC1=CC=C(C2=CC(C(=O)N(C)CC(=O)NC3=CC=CC=C3Br)=C3C=CC=CC3=N2)C=C1OC,O=C(NCCN1CCCC1)C1=CC=C2C(=C1)N(CC1=CC=C(F)C=C1)C(=O)C1=CC=CC=C1S2=O,O=C(C=CC1=CC(C(F)(F)F)=CC=C1)NCCCCCN1CCC(C2=CNC3=CC=CC=C23)CC1,COC1=CC=CC(C2=CC(CO)=CC3=C2OC(C(O)(C2=CC=C(C#N)C=C2)C2=CN=CN2C)=C3)=C1,
CCCCC1=CN(C2=CC=CC=C2C)C(=O)N1CC1=CC=C(C2=CC=CC=C2C2=NNN=N2)N=C1,N#CC1=CC=CC=C1N1CC2C(CNC(=O)C(O)C(O)C(=O)N3CCCC3C3=CC=CC=C3)C2C1,CCCOC1C(O)CC(=CC=C2CCCC3(C)C(C(C)SCCC(O)(CC)CC)=CCC23)CC1O,COC1=CC(F)=CC=C1N1CCN(CCCNC2=C(C(=O)N(C)C)C=NC3=C2N=C(C)N3C)CC1,CC1=CC=C2C(=O)C(C(=O)NC3CCCCC3)=CN(CCN3CCN(C4=CC=CC=C4)CC3)C2=N1,
COC1=CC=C(OC)C(CNCC2=C(C(=O)O)N(CC3=CC=CC(F)=C3)C3=CC(OC)=CC=C23)=C1,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(C)(C)O)CC(O)C(OCCCO)C1O,CN1C=CC(COC2=CC=C3N=C(C4CCCCC4C(=O)O)N(CC4=CC=C(C#N)C=C4)C3=C2)=N1,CC(C)CCCC(C)C1CCC2C3C(C4=CC=CC=C4)C=C4N(C)C(=O)CCC4(C)C3CCC12C,COC1=CC(C2SC(=CC3=CC=CC=C3)C(=O)N2C2=CC=C(NC(C)=O)C=C2)=CC(OC)=C1OC,
COC1=CC(C2OC3=CC=C(C4OC5=CC(O)=CC(O)=C5C(=O)C4O)C=C3OC2CO)=CC=C1O,CCC1=NC=NC(C2=CC=C(C(=O)N3CCN4CCCC4C3)C(F)=C2)=C1C#CC1=CC=C(N)N=C1,COC1=CC=C(CNC(=O)C2=CC=C(N3CCCC3)C(NC(=O)NCC3=CC=C(C)C=C3)=C2)C=C1,CCC1(O)C(=O)OCC2=C1C=C1C3=C(CN1C2=O)C(C=NCC1=CC=CC=C1)=C1C=CC=CC1=N3,CCN1C(=O)C(=CC2=CC=CC=C2OCC2=CC=CC=C2C#N)SC1=NC1=CC=C(C(=O)O)C=C1,
O=C(COC1=CC=CC=C1)NC1=CC=C2C(=C1)CC1=CC(NC(=O)COC3=CC=CC=C3)=CC=C12,CC1=CC=C(C(=O)N2CCC(C3=CC=C(C#N)C=C3)CC2)C=C1NC1=NN=C(C2=CC=CN=C2)O1,CC1=CC=C(N2C(SCC(=O)NCC3=CC=CO3)=NC3=NC4=C(C=C3C2=O)COC(C)(C)C4)C=C1,CC(=O)NCCC1=CC=CC=C1C1=CC=C(C2CNCCC23OCC2=CC(F)=C(F)C=C23)C(C)=C1,COC1=CC=C(N2C(=O)C3=C(SC4=C3CCN(C(C)=O)C4)N(CC3=CC=CC=C3)C2=O)C=C1OC,
